Unnamed: 0,Communication_Communication band,Communication_Frequency [GHz],Communication_Beamwidth [deg],Communication_D_r [m],Communication_Required Eb/N0 [dB],Communication_Efficiency,Communication_D_antenna [m],Communication_Mass_communication [kg],Communication_Data Rate [bps],OBC_cpu_DMIPS,OBC_cpu_power_idle,OBC_power max,OBC_cpu efficiency,OBC_recovery rate,OBC_Throughtput per W,OBC_Mass_OBC,SolarArray_Solar Material,SolarArray_Efficiency,SolarArray_Specific Power [W/kg],SolarArray_A_solar [m^2],SolarArray_P_solar_max [W],SolarArray_Mass_solar_array [kg],Battery_Battery type,Battery_Number of cell,Battery_Diameter [m],Battery_Length [m],Battery_Volumetric Energy [Wh/m³],Battery_Specific Energy [Wh/kg],Battery_Capacity [Wh],Battery_Mass_battery [kg],Radiator_Radiator material,Radiator_A_radiator [m2],Radiator_rho [kg/m³],Radiator_emissivity,Radiator_thickness [m],Radiator_Q_rad [W/K⁴],Radiator_Mass_radiator [kg],CubeSat mass,score_4orbits,score_8orbits,score_15orbits,subscore_4_Power,subscore_4_Thermal,subscore_4_OBC,subscore_4_Comm,subscore_4_Payload,subscore_8_Power,subscore_8_Thermal,subscore_8_OBC,subscore_8_Comm,subscore_8_Payload,subscore_15_Power,subscore_15_Thermal,subscore_15_OBC,subscore_15_Comm,subscore_15_Payload
99800,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.4324911375686596,4.3905228804029965,4.058749286938622,3.879398963972211,0.8962742637134364,0.41615386383249264,0.2494166396592437,0.4671802481853979,0.37538461538461537,0.8944044341810511,0.37780895642508516,0.24970832658163405,0.3685544608377582,0.3541769041769042,0.8945997142883102,0.3589472416031263,0.24985180131967416,0.3340320165063847,0.3278628968567367
99900,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.4432816775975199,6.328331253912963,5.6727268152446495,5.282608057723862,0.8552486831676016,0.8013180560150239,0.5091588242517429,0.8055177405081972,0.36109401709401706,0.8536927521817324,0.7054523152742831,0.4066694304547696,0.6640880067061814,0.36117936117936117,0.851453216528557,0.6037243515097848,0.3065287107374322,0.7227828482889846,0.3612130785026062
100000,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,1.1166270399218878,6.676601963914573,6.127214364074969,5.574788838548104,0.898007245407523,0.9975827051213801,0.5091588242517429,0.8055177405081972,0.36109401709401706,0.8980270742828603,0.9859067791954543,0.4066694304547696,0.6640880067061814,0.36117936117936117,0.8979626900324325,0.7492751922292922,0.3065287107374322,0.7227828482889846,0.3612130785026062
100100,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.7617267921125739,6.3373006026675025,5.549264614832429,5.085908284922239,0.8854828201890951,0.7794580066090986,0.5091588242517429,0.8055177405081972,0.36109401709401706,0.8836901208573552,0.6105019880905801,0.4066694304547696,0.6640880067061814,0.36117936117936117,0.8825811214951654,0.48177640230537594,0.3065287107374322,0.7227828482889846,0.3612130785026062
100200,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.8397047986019839,4.523876519083979,4.201347608212193,4.055132708663363,0.9047087729765302,0.47724394689224353,0.2999183199986478,0.4671802481853979,0.31319658119658117,0.9035332985704502,0.42350089133668795,0.2999194774864351,0.3685544608377582,0.3094840294840295,0.9041589535477969,0.39706488572114795,0.29992004683063367,0.3340320165063847,0.3048775864792292
100300,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,0.4591970519119241,4.437452040780575,4.176236282321585,4.043191591323598,0.9112439052983191,0.4265690996117296,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.9095637934035132,0.39803669220432225,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.9098589285143485,0.38400170899300523,0.3110612483806239,0.3260941291872325,0.3048775864792292
100400,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,0.4036443443605746,4.414959985028495,4.15784672933682,4.026683674636155,0.8949315782878232,0.42344761695365396,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.8932746185902687,0.39644993176846877,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.8933709508449346,0.3831698726094886,0.3110612483806239,0.3260941291872325,0.3048775864792292
100500,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.4013492534337438,4.426433292952296,4.16249960183821,4.027899416349903,0.8921532656197096,0.4303143374826546,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.8905341912389689,0.39989998563080276,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.8906077403929703,0.38493928107024017,0.3110612483806239,0.3260941291872325,0.3048775864792292
100600,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.4062128706849789,4.437153693748007,4.175458803290176,4.042144132631228,0.9098919546288403,0.4270593183506914,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.9081957570617283,0.3982653368692099,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.9084444460968704,0.3841016863608884,0.3110612483806239,0.3260941291872325,0.3048775864792292
100700,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.305960890497533,4.3795593334006995,4.133082080937105,4.007034698334331,0.8789955754854052,0.4141150847330332,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.8774991999786038,0.39170073288118135,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.8774988278211614,0.380675198041397,0.3110612483806239,0.3260941291872325,0.3048775864792292
100800,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Aluminizedkapton_5mil,0.03,1420,0.86,0.005,1.4628599999999996e-09,0.213,0.510531757243698,4.405774063960668,4.139517037509691,4.003299774933646,0.8623331441288619,0.4349022940653957,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.8612441649598694,0.40221016443576607,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.8610804293337408,0.3861290296074821,0.3110612483806239,0.3260941291872325,0.3048775864792292
100900,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Maxorb,0.03,2100,0.1,0.0015,1.7009999999999999e-10,0.0945,0.4190902947690669,4.58248088645619,4.2505970798449155,4.080540335494691,0.9082634324072595,0.5026285446812351,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.9067871050820647,0.4360891928293833,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.9069482732303863,0.4033587374984319,0.3110612483806239,0.3260941291872325,0.3048775864792292
101000,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Whitepaints_ZOT,0.03,1300,0.91,0.002,1.5479099999999999e-09,0.078,0.3457640960034388,4.423786701516708,4.168374062417646,4.038012837780325,0.9089846859664095,0.42108521655781583,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.9075154552153883,0.3951940128541121,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.9076952859289326,0.3824582277479479,0.3110612483806239,0.3260941291872325,0.3048775864792292
101100,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Metallic_VDA,0.03,2700,0.04,0.002,6.803999999999999e-11,0.162,0.4408924372305363,4.437143904386463,4.141942054462012,3.9912733145871373,0.9053656139899511,0.42918965054504465,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.9038930203684922,0.3843563172117113,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.9040054719247728,0.3623029702348504,0.3110612483806239,0.3260941291872325,0.3048775864792292
101200,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,0.6318938098066609,4.470862415497724,4.175008943897547,4.042307382548705,0.9084357790262468,0.4480823271134685,0.2999183199986478,0.4671802481853979,0.31319658119658117,0.9069327943156901,0.4088531604468018,0.2999194774864351,0.3685544608377582,0.3094840294840295,0.9071041432255382,0.3895564818420486,0.29992004683063367,0.3340320165063847,0.3048775864792292
101300,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,0.2936241088343576,4.416742691400085,4.163789811573037,4.034631474913361,0.9068235211199406,0.41873897569213553,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.9053178632287132,0.3939797164328762,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.9054578069246981,0.38180073051463465,0.3110612483806239,0.3260941291872325,0.3048775864792292
101400,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Metallic_bareAl,0.03,2700,0.1,0.001,1.7009999999999999e-10,0.081,0.3607739500073108,4.495130362772802,4.171720162971252,4.006036993223267,0.9034903062870467,0.45892701762393673,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.9019989216379531,0.39920942503134416,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.9020962713846321,0.36983456726032715,0.3110612483806239,0.3260941291872325,0.3048775864792292
101500,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.3896830775975199,4.435542575762903,4.147935792960711,4.019117099790284,0.8871086988058843,0.44101406778799357,0.2999183199986478,0.4671802481853979,0.31319658119658117,0.8857115848364017,0.40525017889910464,0.2999194774864351,0.3685544608377582,0.3094840294840295,0.8856974532687923,0.3876580573175009,0.29992004683063367,0.3340320165063847,0.3048775864792292
101600,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Blackpaints_chemglazeZ306,0.03,1200,0.89,0.0015,1.5138899999999996e-09,0.054,1.001078439921888,4.493427498218456,4.184164654785704,4.0436459227784205,0.8988309749085308,0.4644149403968628,0.2999183199986478,0.4671802481853979,0.31319658119658117,0.8988463097114007,0.417074662619085,0.2999194774864351,0.3685544608377582,0.3094840294840295,0.8988430380282627,0.3937881591585428,0.29992004683063367,0.3340320165063847,0.3048775864792292
101700,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Metallic_VDG,0.03,8400,0.03,0.001,5.102999999999999e-11,0.252,0.5290753443605747,4.555472136055069,4.230408692625739,4.063892022392083,0.8936689491102868,0.4959592239631106,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.8922107538349408,0.43278792766681434,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.8922349320834928,0.40171420611587805,0.3110612483806239,0.3260941291872325,0.3048775864792292
101800,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,1.1834356747213868,5.2035053627391825,4.59585103824174,4.258981852707572,0.904013892242653,0.5743291528211764,0.3853622353439946,0.576911326776576,0.3304957264957265,0.9029353633571914,0.4720606343026578,0.36132904179292213,0.41355113366014573,0.3219164619164619,0.9035138427523813,0.4217551371197936,0.3315079577978783,0.3563694033592686,0.31127152108671613
101900,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Blackpaints_3Mblackvelvet,0.03,1200,0.84,0.002,1.4288399999999996e-09,0.072,0.4585279280313271,4.4520016028808325,4.183045160794369,4.045890522978038,0.9094294138581007,0.43447343834628915,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.908032460315597,0.40196880871665946,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.9082210278057181,0.3859799044287061,0.3110612483806239,0.3260941291872325,0.3048775864792292
102000,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,0.4950659927038926,4.419052481573015,4.152551024629062,4.016279442531779,0.8768992047923869,0.434161978725907,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.8757294610020111,0.401824015762944,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.8756109962894616,0.3859170941775069,0.3110612483806239,0.3260941291872325,0.3048775864792292
102100,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.4820270795207003,5.09725335898986,4.771633158466242,4.56912184011397,0.8880466993509833,0.5567472916683138,0.31570393544740716,0.6670238185893315,0.3304957264957265,0.8669224186587605,0.4098861805572027,0.40666874155642546,0.5046716811072594,0.33918918918918917,0.8584874584182972,0.33168545560322565,0.35090912448060785,0.5759202830940944,0.34605591533722946
102200,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.3713906967719355,6.368349980802616,5.718615763532771,5.331754443811319,0.8956662899442782,0.7896592128503899,0.5091588242517429,0.8055177405081972,0.36109401709401706,0.8939320242290159,0.7013906943318714,0.4066694304547696,0.6640880067061814,0.36117936117936117,0.8932579946927407,0.6027418168517943,0.3065287107374322,0.7227828482889846,0.3612130785026062
102300,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.3117244531462959,6.003135112719624,5.275336270662654,4.985901987999634,0.8969801159475803,0.6576296792925278,0.5654115059150068,0.6548868962603073,0.35694017094017094,0.895245180839262,0.5063244618441185,0.3919139929774993,0.642052644294052,0.35819410319410316,0.8946070733407623,0.4424451478959717,0.3377567265800302,0.6484176185343237,0.35544147843942503
102400,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.7333468969952508,4.98685388171432,4.529144254008981,4.149443213563644,0.8561164445739596,0.5314949906279377,0.3054808906662857,0.6670238185893315,0.3326410256410256,0.8315254535519689,0.4055991572946044,0.3344776613270038,0.5005910584383452,0.33748771498771496,0.8177506949377866,0.3436714733814211,0.27895642876324467,0.47848486783807814,0.32792923708734795
102500,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.4730054345206197,4.894912238662478,4.091858912874354,3.633525178354426,0.9073678013472602,0.4551015860572128,0.309292091597479,0.6670238185893315,0.32985470085470087,0.9015867156822601,0.26276825272387944,0.312892163113871,0.46876220162081433,0.3301228501228501,0.8984063088119865,0.1685825050481145,0.2894505264234111,0.44647856659993057,0.3235792133944084
102600,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,0.5170557335483165,4.451233442379927,4.16387022152695,4.03526888486775,0.9056759073525423,0.4396676991367602,0.2999183199986478,0.4671802481853979,0.31319658119658117,0.9043462207712517,0.404582050988612,0.2999194774864351,0.3685544608377582,0.3094840294840295,0.9044184169676567,0.38732355346030345,0.29992004683063367,0.3340320165063847,0.3048775864792292
102700,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,0.501707576982089,4.449320523218599,4.162351324869274,4.033922788801102,0.9043915618368428,0.4393468149132528,0.2999183199986478,0.4671802481853979,0.31319658119658117,0.9030680502242384,0.4044162593576972,0.2999194774864351,0.3685544608377582,0.3094840294840295,0.9031196227483593,0.3872340512886746,0.29992004683063367,0.3340320165063847,0.3048775864792292
102800,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.3794440207927861,4.373141831265579,4.084004277055681,3.953977112592834,0.8859044982408011,0.41141149936001953,0.2999183199986478,0.4671802481853979,0.31319658119658117,0.8846921499620415,0.37539992528594546,0.2999194774864351,0.3685544608377582,0.3094840294840295,0.8846057615502151,0.3576859682992135,0.29992004683063367,0.3340320165063847,0.3048775864792292
102900,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,1.0676393831171542,4.885273991190033,4.396294371223445,4.1545265329728895,0.8988325371777851,0.5640688528043303,0.31552227928217325,0.5421631518893697,0.3208290598290598,0.8988475832692677,0.4669160750265525,0.31112796243749274,0.3993021872663897,0.3149692874692875,0.8988445190613452,0.4191269913514776,0.30567395682366194,0.349295897522522,0.30769862580950874
103000,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.3429891353078401,4.421940833214525,4.164745743936782,4.03332934911357,0.9025768464861386,0.4231907002085602,0.33006160538840024,0.4281858508996945,0.31319658119658117,0.9012258237001463,0.3962231076159676,0.3215825442435585,0.35256429506978904,0.3094840294840295,0.9012661649512755,0.38295785088938616,0.3110612483806239,0.3260941291872325,0.3048775864792292
103100,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedkapton_5mil,0.03,1420,0.86,0.005,1.4628599999999996e-09,0.213,1.173834398601984,6.743305260350445,5.733391724148966,5.066793505469784,0.9097928849390646,0.6307776017736603,0.4910944555939557,0.760794013021793,0.6502991452991453,0.9078720351011206,0.44519195362551206,0.35486236785038344,0.6640880067061818,0.6504299754299754,0.908116349657912,0.363820705432234,0.27261590969831606,0.6321691328550096,0.5864792291897014
103200,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Maxorb,0.03,2100,0.1,0.0015,1.7009999999999999e-10,0.0945,0.5734266519119241,4.394567004336978,4.082887356595898,3.893160473246674,0.9019778839306659,0.4043911313060903,0.2795594384807408,0.4281858508996945,0.37538461538461537,0.900228975815257,0.3719304831579422,0.27137114293244585,0.35256429506978904,0.3541769041769042,0.9004145562661269,0.3559632131942639,0.26099287377990565,0.3260941291872325,0.3278628968567367
103300,L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Whitepaints_ZOT,0.03,1300,0.91,0.002,1.5479099999999999e-09,0.078,0.5283739443605746,4.822402802248254,4.1469396980614075,3.676357776214169,0.8607562180254561,0.42874311550907895,0.2488425390064356,0.6317068416376943,0.44957264957264953,0.8589928500036859,0.2537315414350049,0.2865318122410001,0.44767898449809124,0.4386670761670762,0.8475516595600315,0.1669197187106904,0.2735397996211256,0.4204143634819456,0.4127783920391723
