Unnamed: 0,Communication_Communication band,Communication_Frequency [GHz],Communication_Beamwidth [deg],Communication_D_r [m],Communication_Required Eb/N0 [dB],Communication_Efficiency,Communication_D_antenna [m],Communication_Mass_communication [kg],Communication_Data Rate [bps],OBC_cpu_DMIPS,OBC_cpu_power_idle,OBC_power max,OBC_cpu efficiency,OBC_recovery rate,OBC_Throughtput per W,OBC_Mass_OBC,SolarArray_Solar Material,SolarArray_Efficiency,SolarArray_Specific Power [W/kg],SolarArray_A_solar [m^2],SolarArray_P_solar_max [W],SolarArray_Mass_solar_array [kg],Battery_Battery type,Battery_Number of cell,Battery_Diameter [m],Battery_Length [m],Battery_Volumetric Energy [Wh/m³],Battery_Specific Energy [Wh/kg],Battery_Capacity [Wh],Battery_Mass_battery [kg],Radiator_Radiator material,Radiator_A_radiator [m2],Radiator_rho [kg/m³],Radiator_emissivity,Radiator_thickness [m],Radiator_Q_rad [W/K⁴],Radiator_Mass_radiator [kg],CubeSat mass,score_4orbits,score_8orbits,score_15orbits,subscore_4_Power,subscore_4_Thermal,subscore_4_OBC,subscore_4_Comm,subscore_4_Payload,subscore_8_Power,subscore_8_Thermal,subscore_8_OBC,subscore_8_Comm,subscore_8_Payload,subscore_15_Power,subscore_15_Thermal,subscore_15_OBC,subscore_15_Comm,subscore_15_Payload
189900,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.4995966014392077,5.4018229382042025,4.864603586506825,4.3908531641619435,0.829730385170532,0.49507762621171797,0.31603114960035644,0.7463482597847579,0.47470085470085466,0.8105590013216997,0.29907994102653274,0.36081811454703283,0.5940915071968332,0.5242321867321866,0.7887542443941503,0.20675444210337823,0.2997439438325278,0.63757895669264,0.5236771442110251
190000,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,0.836137656046007,6.749094083617271,5.886285627799973,5.509942264494815,0.5454839206070107,0.8215585695443468,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.5486516224872129,0.6643849584332356,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.5477567159586496,0.5415073631899131,0.3110419262437083,0.8462108007076277,0.6504975517295846
190100,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,0.8289862384313873,7.37936505051417,6.497136773410457,5.994060146007971,0.8388679583430975,0.8348230670786896,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.8399887770978536,0.7109619559675784,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.8406408418085366,0.5613193147818983,0.2908283383053101,0.866767505708328,0.6504975517295846
190200,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.7475699948057477,7.65879432230971,6.9580090473292415,6.727373295561892,0.8452605631949521,0.9977103974520483,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.8463194277717762,0.9940321567113075,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.8470713552420949,0.9920250275652129,0.2908283383053101,0.866767505708328,0.6504975517295846
190300,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.7634983360328452,7.569501242598343,6.717271963148259,6.124443064469723,0.8078827417292286,0.9844214407020255,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.8093139541599981,0.8716806999612846,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.8094700991122081,0.6491531772373187,0.2908283383053101,0.866767505708328,0.6504975517295846
190400,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.6094665935713759,4.513630382388857,4.060348336698666,3.6411495673119627,0.8127883244719445,0.4495987290317237,0.28844054620733856,0.4734723811224423,0.37538461538461537,0.7399877008280566,0.40963808088357556,0.27775376243220773,0.3700934967583433,0.3541769041769042,0.5672487199584451,0.38998158930666776,0.264275421455175,0.3339073037100754,0.3278628968567367
190500,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedkapton_5mil,0.03,1420,0.86,0.005,1.4628599999999996e-09,0.213,0.7261168925990726,4.524565939695681,4.015802866043018,3.624103900018794,0.7870779721378065,0.4691099084711515,0.2494166396592437,0.5485173279923712,0.37538461538461537,0.7031418194151221,0.41942472328596636,0.24970832658163405,0.4004162646025491,0.3541769041769042,0.5543077024794897,0.39498476874696686,0.24985180131967416,0.34857575864774704,0.3278628968567367
190600,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Maxorb,0.03,2100,0.1,0.0015,1.7009999999999999e-10,0.0945,0.6327667337720257,4.490763050413557,3.988214543320581,3.6312892770628444,0.741723434929013,0.4914590373932559,0.31266117718598696,0.4268948822062647,0.37538461538461537,0.6381601735605407,0.43056551887473743,0.2951604808378837,0.35127332637635933,0.3541769041769042,0.5416801753823529,0.4006122275915227,0.27322760516973,0.32480316049380276,0.3278628968567367
190700,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Whitepaints_ZOT,0.03,1300,0.91,0.002,1.5479099999999999e-09,0.078,0.6147473931700151,4.214625348511309,3.819165782651625,3.598329036805325,0.5715221889257122,0.4515984158045291,0.27671536442615485,0.4960204989723233,0.37538461538461537,0.5470254122280153,0.41064008247119577,0.26932718850437126,0.3792043212895511,0.3541769041769042,0.5357995631369038,0.3904928333278368,0.2599416788089062,0.33831460979003775,0.3278628968567367
190800,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Metallic_VDA,0.03,2700,0.04,0.002,6.803999999999999e-11,0.162,1.382142755494383,4.8417805954465205,4.35309732115093,4.086413984579253,0.957141037028053,0.5413240791375337,0.2494166396592437,0.5485173279923712,0.37538461538461537,0.9688655020222571,0.4555787087671633,0.24970832658163405,0.4004162646025491,0.3541769041769042,0.9653136971711648,0.4134008856198646,0.24985180131967416,0.34857575864774704,0.3278628968567367
190900,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,0.8664125076850693,5.412776846995082,4.488440992781562,3.886015339338565,0.7261556192062745,0.5673488129805397,0.33177870599866965,0.7160646562491513,0.47470085470085466,0.6314540116840837,0.468571035202762,0.30906780758477703,0.46811567608261884,0.4255528255528256,0.5413309894318905,0.41998262017815396,0.2803824513757558,0.38132493813243085,0.36457115779497706
191000,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,1.1007675831185784,6.3915805321249755,5.268251994473678,4.55559521129147,0.9373845266559758,0.596994151173343,0.44571924607709984,0.7674151144182233,0.5572649572649573,0.9376205657355923,0.48340155858075035,0.3380737850430692,0.546189457101874,0.48488943488943487,0.9386276267474694,0.427525792221368,0.2953020525750628,0.4190926559271448,0.3950876638761649
191100,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Metallic_bareAl,0.03,2700,0.1,0.001,1.7009999999999999e-10,0.081,0.6608598364285186,4.636370303689377,4.253827412049045,4.007798533997063,0.8882589949374537,0.4813706273229618,0.31266117718598696,0.4268948822062647,0.37538461538461537,0.8914018241902382,0.4255025717674063,0.2951604808378837,0.35127332637635933,0.3541769041769042,0.8928654484000232,0.39802128669478454,0.27322760516973,0.32480316049380276,0.3278628968567367
191200,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.6773071288771693,7.30356649739686,6.425891677382209,5.889489487903351,0.7307677885848859,0.9100989528959078,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.7342044022906196,0.7697679343773892,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.7328917024365869,0.589608098459104,0.2908283383053101,0.866767505708328,0.6504975517295846
191300,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Blackpaints_chemglazeZ306,0.03,1200,0.89,0.0015,1.5138899999999996e-09,0.054,0.613969779074889,4.465606082030953,4.033439873587243,3.800817675171078,0.74081460112411,0.434809205238316,0.24935182184360405,0.5761303644359671,0.38376068376068373,0.7447906874495894,0.38723976079387157,0.2496759184240378,0.4115736273361653,0.3601965601965602,0.7448625346591344,0.3638405311173695,0.24983533479963793,0.3539730651641632,0.330958774285263
191400,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Metallic_VDG,0.03,8400,0.03,0.001,5.102999999999999e-11,0.252,0.8120333963261241,4.602138035081068,4.230503469975098,3.989970551040284,0.8738542964708979,0.47150662635700136,0.31266117718598696,0.4268948822062647,0.37538461538461537,0.8773550230068484,0.42059227450514947,0.2951604808378837,0.35127332637635933,0.3541769041769042,0.8786430875496648,0.39554769753509295,0.27322760516973,0.32480316049380276,0.3278628968567367
191500,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,0.8257814161386783,6.495588802027495,5.5747579756060714,5.233333961446406,0.6151457860384618,0.6015997410356855,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.6193189589041665,0.4291390928875374,0.3935111169074208,0.7915166957560755,0.6504299754299754,0.6140501790809377,0.3264051701533779,0.4043413944234592,0.7472921933561665,0.6481756436581898
191600,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Blackpaints_3Mblackvelvet,0.03,1200,0.84,0.002,1.4288399999999996e-09,0.072,0.605839056046007,4.792304857628978,4.122483335759071,3.797262280477546,0.5614658393254174,0.4642745234381058,0.2846337628335689,0.7463482597847579,0.45645299145299145,0.5666366957976854,0.40198054195662436,0.24939466191347032,0.5082043581540949,0.41243857493857494,0.5655793494322557,0.37133836824254424,0.24965537925924194,0.4127651540036981,0.3647922918970147
191700,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,0.7258975935713758,4.849049319591905,4.299406256815042,3.9980518367365327,0.8755264579588009,0.4632087226523909,0.25150040534075535,0.6466098698794448,0.40649572649572646,0.8789485529712838,0.40146566709683534,0.2512585219075825,0.44005167643174514,0.37653562653562656,0.8799854765462414,0.3710944917605171,0.2506498045428517,0.3677491486014519,0.3393618701626915
191800,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.6360713948057477,6.3526152675299405,5.682505220004924,5.2527739274755225,0.8675247299677632,0.4972716388792942,0.505033920236384,0.7917736650881677,0.5997435897435897,0.8721342059199413,0.38849617591633123,0.39256049941555987,0.7254133411281882,0.6140970515970516,0.8690886255292984,0.30524869394652304,0.3600078437108297,0.7021575186832674,0.5963196967303743
191900,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.5364997360328452,7.613007449220816,6.92683451634617,6.680426044468631,0.8186035251956527,0.9997714597522986,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.8228626914220829,0.9996696079004468,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.8116881741187396,0.9996467861384104,0.2908283383053101,0.866767505708328,0.6504975517295846
192000,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.6111024953763747,7.069507331437144,6.083866948886049,5.552701368151429,0.6772288487407747,0.8344558577895289,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.6806023325345815,0.6317058577895289,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.678660997869535,0.47433337609198134,0.2908283383053101,0.866767505708328,0.6504975517295846
192100,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.9144477687184756,7.644030416117731,6.938117753898208,6.701228256340585,0.8365156659421367,0.9984608148178489,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.8389681080105108,0.9884909074104415,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.8400269655118207,0.9810560446363621,0.2908283383053101,0.866767505708328,0.6504975517295846
192200,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.6521976098914287,7.5571571166158735,6.687571624568337,6.076973843878834,0.8061612859764986,0.9785057697013007,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.8088065761293299,0.8531145659975972,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.8092848695216079,0.624525829215309,0.2908283383053101,0.866767505708328,0.6504975517295846
192300,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,1.238477940261436,7.769471929365922,7.049250691527785,6.766140850193913,0.9108545342388409,0.9947216189324295,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.9107622644150807,0.9858697670805776,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.9123262001162982,0.9479163497951169,0.2908283383053101,0.866767505708328,0.6504975517295846
192400,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,1.3710205815813397,7.786323505875387,7.065180439134373,6.825736903091302,0.9164269157591015,0.9994416746523893,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.9153138355825409,0.9921013968746115,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.9167897894627329,0.9855824115379188,0.2908283383053101,0.866767505708328,0.6504975517295846
192500,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.6692174860200264,7.397751296217356,6.725470108403366,6.500476850628126,0.7100911979280682,0.998567842645991,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.7122480936148297,0.9965331204237686,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.7107136016527172,0.995970426791968,0.2908283383053101,0.866767505708328,0.6504975517295846
192600,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.7684014037888478,6.905685322659192,5.8925538138197995,5.357961454271231,0.7007278271476194,0.7172616818603924,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.703582799296907,0.5208496448233554,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.7020272508962819,0.3835826401831621,0.2908283383053101,0.866767505708328,0.6504975517295846
192700,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.7246749761800716,5.456121362291173,5.237531005876908,4.872729456312922,0.8785714730303985,0.4915319644991173,0.3160310166117473,0.7463482597847579,0.47470085470085466,0.8754782310048169,0.400610668202821,0.3608179599628338,0.5940915071968332,0.5242321867321866,0.8706768083784925,0.3558868266829355,0.2832569845346384,0.6207177994988322,0.504217343231717
192800,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Aluminizedkapton_5mil,0.03,1420,0.86,0.005,1.4628599999999996e-09,0.213,0.8422130408526372,6.524695783908605,5.401391151689917,4.868510738170798,0.6056450012145226,0.6258221544319347,0.5482573212981495,0.8750535748110861,0.6502991452991453,0.6091236929379181,0.38213696924674945,0.3733980536138178,0.8132629703670606,0.6504299754299754,0.6058633983683108,0.2325278314810992,0.38933399220236686,0.7665897602119593,0.6504975517295846
192900,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Maxorb,0.03,2100,0.1,0.0015,1.7009999999999999e-10,0.0945,0.6588999992412733,4.180330603492538,3.854453068369782,3.6376564025685534,0.554769839586591,0.45927089970944157,0.31266117718598696,0.4268948822062647,0.37538461538461537,0.5590310458732562,0.4144329367464785,0.2951604808378837,0.35127332637635933,0.3541769041769042,0.557914171839926,0.39237731247232555,0.27322760516973,0.32480316049380276,0.3278628968567367
193000,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Whitepaints_ZOT,0.03,1300,0.91,0.002,1.5479099999999999e-09,0.078,0.6622485816266536,5.363127735399301,4.9766878541698745,4.535883967724176,0.8647301590970581,0.45826728172843567,0.3160310166117473,0.7463482597847579,0.47470085470085466,0.8659612037632028,0.38396867061732454,0.3457175677867652,0.5440826135158028,0.4881142506142506,0.8562696719484897,0.3474214650247851,0.2835833744934011,0.5139282348525946,0.44285262991628493
193100,S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Metallic_VDA,0.03,2700,0.04,0.002,6.803999999999999e-11,0.162,0.6966323380010141,4.512751540638812,4.181766949222187,3.962787244164982,0.868848665890961,0.4299239115574611,0.31266117718598696,0.4268948822062647,0.37538461538461537,0.8711274133818573,0.39975493007597973,0.2951604808378837,0.35127332637635933,0.3541769041769042,0.8725733405050964,0.38491492227189933,0.27322760516973,0.32480316049380276,0.3278628968567367
193200,S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,0.8304010069100192,6.993481732138608,6.161314988028841,5.556843208417588,0.7745697378267163,0.5973608547457119,0.7042044020140008,0.8181126537717498,0.6275641025641026,0.7734773248375196,0.3730738177086748,0.6629915102583013,0.7319226857901371,0.634090909090909,0.7645073266009764,0.25778165672550446,0.6359406010959836,0.6855543322258673,0.6166640341178329
193300,S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,0.576539544435388,5.709746844404842,4.87195699733309,4.2295241849452285,0.9001198422629206,0.44304749760251216,0.4377027210542067,0.7508295174287434,0.46303418803418805,0.8975354695722229,0.25853592352843807,0.3713546724405409,0.6984153313800414,0.4560810810810811,0.8919415193807883,0.1673329065206397,0.3174936789104823,0.669899748579623,0.42637813931448426
193400,S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Metallic_bareAl,0.03,2700,0.1,0.001,1.7009999999999999e-10,0.081,0.5611898434630846,4.60509803738123,4.225241147295743,3.9624300460130506,0.8964013412538652,0.4093953806340267,0.3534877798080992,0.42530265246487425,0.37538461538461537,0.8949011370689882,0.3744324176710637,0.3245014244010185,0.3496810966349688,0.3541769041769042,0.8949641023629532,0.35723426852099627,0.28831749778869353,0.32321093075241225,0.3278628968567367
