Communication_Communication band,Communication_Frequency [GHz],Communication_Beamwidth [deg],Communication_D_r [m],Communication_Required Eb/N0 [dB],Communication_Efficiency,Communication_D_antenna [m],Communication_Mass_communication [kg],Communication_Data Rate [bps],OBC_cpu_DMIPS,OBC_cpu_power_idle,OBC_power max,OBC_cpu efficiency,OBC_recovery rate,OBC_Throughtput per W,OBC_Mass_OBC,SolarArray_Solar Material,SolarArray_Efficiency,SolarArray_Specific Power [W/kg],SolarArray_A_solar [m^2],SolarArray_P_solar_max [W],SolarArray_Mass_solar_array [kg],Battery_Battery type,Battery_Number of cell,Battery_Diameter [m],Battery_Length [m],Battery_Volumetric Energy [Wh/m³],Battery_Specific Energy [Wh/kg],Battery_Capacity [Wh],Battery_Mass_battery [kg],Radiator_Radiator material,Radiator_A_radiator [m2],Radiator_rho [kg/m³],Radiator_emissivity,Radiator_thickness [m],Radiator_Q_rad [W/K⁴],Radiator_Mass_radiator [kg],CubeSat mass,score_4orbits,score_8orbits,score_15orbits,subscore_4_Power,subscore_4_Thermal,subscore_4_OBC,subscore_4_Comm,subscore_4_Payload,subscore_8_Power,subscore_8_Thermal,subscore_8_OBC,subscore_8_Comm,subscore_8_Payload,subscore_15_Power,subscore_15_Thermal,subscore_15_OBC,subscore_15_Comm,subscore_15_Payload
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,250,1.0,2.0,18000.0,2.0,500000.0,0.065,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,0.7321335858683565,7.565854574182785,7.0954869307273105,6.741046158418396,0.7518023825844751,0.6656419462559356,0.846394908289275,0.9000348828510771,0.6502991452991453,0.7527084565860794,0.5045053721818615,0.8465818573636905,0.8600999589972629,0.6504299754299754,0.7507032733820574,0.41347718889901625,0.8465513789073182,0.8143622849564778,0.6504975517295846
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Metallic_bareAl,0.03,2700,0.1,0.001,1.7009999999999999e-10,0.081,0.6628140833297452,4.8756281853032215,4.407646769859777,4.086397409371203,0.8958034662209545,0.5099568786129328,0.37864766030188657,0.4243214190493425,0.37538461538461537,0.8940075837468554,0.4397994712055254,0.3425831461944408,0.3486998632194371,0.3541769041769042,0.8941750129732825,0.40528930804078456,0.29761683211794726,0.32222969733688056,0.3278628968567367
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,16,0.1,0.3,5000.0,1.0,200000.0,0.035,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.4955148621141145,4.55841359852076,4.174368603328345,3.999709155938789,0.8866901539982021,0.4308106116137387,0.2999183199986478,0.5485173279923712,0.31319658119658117,0.8853578811297912,0.385194870872998,0.2999194774864351,0.4004162646025491,0.3094840294840295,0.8853163632977016,0.3627566606537693,0.29992004683063367,0.34857575864774704,0.3048775864792292
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,225,0.2,1.0,15000.0,1.5,600000.0,0.04,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.2852357223732736,4.285707892929821,4.0447197918823115,3.9064437166354544,0.900657029661206,0.41347889745313304,0.2494166396592437,0.4146657335822836,0.37538461538461537,0.8987638565484471,0.39136778634202196,0.24970832658163405,0.34798318924725524,0.3541769041769042,0.899049390120052,0.3804914144748712,0.24985180131967416,0.3246419872493838,0.3278628968567367
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.5430582356133552,8.490910128859158,8.488939216181002,8.48872131901427,0.8911191737882116,0.999745972189122,0.8463953025792388,0.9000348828510771,0.6502991452991453,0.8897713721708069,0.999745972189122,0.8464727898593911,0.9000890492347169,0.6504299754299754,0.8896600007218848,0.9997403249533203,0.8462872575075056,0.9001950852273355,0.6504975517295846
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,100,0.3,0.9,10000.0,2.0,300000.0,0.045,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,0.5480174860200264,5.460803753187182,5.02101749668169,4.500375133713242,0.8705523757253816,0.4981917446534119,0.31603113955256557,0.7463482597847579,0.47470085470085466,0.855033605372804,0.33213155946822676,0.3608181029672255,0.5940915071968332,0.5242321867321866,0.8427765878790966,0.24777231464967434,0.28325996850850277,0.6196576142902502,0.503664507976623
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.4738059898959726,7.415018562699478,6.5493331404445785,6.200271555354597,0.8851409839839306,0.7130672575438681,0.6004003466341392,0.9096286912351774,0.6502991452991453,0.8834707171613645,0.5693473501364607,0.4031723710491075,0.9135338331312142,0.6504299754299754,0.8828968184697809,0.4852161788034637,0.3509172595059111,0.9370395758252348,0.6504975517295846
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,160,0.4,1.2,12000.0,2.5,400000.0,0.05,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,1.561147189126687,5.885733308209545,4.97547953427418,4.379649632661117,0.8976423104892043,0.587564330986728,0.41541816616038896,0.6791077114392949,0.47470085470085466,0.8976722741226613,0.47869859024598727,0.3691772184514366,0.45165454935168065,0.4255528255528256,0.8976622838709999,0.4251479444218563,0.3112964052679483,0.37203805819519736,0.36457115779497706
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,225,0.2,1.0,15000.0,1.5,600000.0,0.04,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.4443668925990726,7.743192145317855,7.027122907309248,6.791264022271881,0.8924177202978408,0.9982168374251346,0.5438926941510834,0.8834473997041075,0.6502991452991453,0.8909008698182841,0.9921288744621717,0.3601386078608727,0.8275991701217731,0.6504299754299754,0.8906472600479554,0.9891503131933586,0.2908283616230145,0.866767505708328,0.6504975517295846
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,160,0.4,1.2,12000.0,2.5,400000.0,0.05,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.3221283594416324,4.3579026767154545,4.066264252988002,3.885877694048264,0.8308164075974502,0.42101699710467777,0.2795594384807408,0.4281858508996945,0.37538461538461537,0.8302184800625834,0.395151256363937,0.27137114293244585,0.35256429506978904,0.3541769041769042,0.8302943009868373,0.3824279963928794,0.26099287377990565,0.3260941291872325,0.3278628968567367
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,16,0.1,0.3,5000.0,1.0,200000.0,0.035,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.3113534531195916,5.753354296372519,5.080382199738683,4.7092952799348815,0.8957061418212756,0.6575035820369228,0.49563576108458857,0.6050831478975982,0.3569145299145299,0.8939529709874033,0.5062631799786657,0.3843389013147997,0.5432259156119508,0.35817567567567565,0.8932697391238049,0.44241110477434803,0.28447718863610083,0.579666998147772,0.3554225240878218
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,100,0.3,0.9,10000.0,2.0,300000.0,0.045,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Maxorb,0.03,2100,0.1,0.0015,1.7009999999999999e-10,0.0945,0.3211093834069957,4.451763460768078,4.133662264672571,3.9555854724849624,0.9077834343596776,0.4961101444993412,0.2494166396592437,0.4146657335822836,0.37538461538461537,0.9061050214549639,0.43279764449934127,0.24970832658163405,0.34798318924725524,0.3541769041769042,0.906612748390578,0.4016544653809954,0.24985180131967416,0.3246419872493838,0.3278628968567367
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,0.5819394082595803,4.729844121196059,4.0604075209098855,3.5709307520077918,0.9018575281165442,0.4335121450421004,0.2488031853326544,0.5352467629446056,0.45465811965811964,0.9002420142893183,0.24692881170876707,0.2749049510249429,0.41051050725743427,0.4399570024570024,0.8956726258318748,0.15471432800650964,0.2578705500952378,0.39449385729322983,0.41189385563102193
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,225,0.2,1.0,15000.0,1.5,600000.0,0.04,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,0.4184308531195917,4.319414027254761,4.064610742680746,3.919412603524513,0.9072864796443437,0.4268543294153334,0.2494166396592437,0.4146657335822836,0.37538461538461537,0.9054009061529025,0.3981459960820001,0.24970832658163405,0.34798318924725524,0.3541769041769042,0.905662894023766,0.3840244755735827,0.24985180131967416,0.3246419872493838,0.3278628968567367
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,16,0.1,0.3,5000.0,1.0,200000.0,0.035,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,1.1668744541642813,4.762144357654907,4.3264785459131225,4.1134029232142275,0.8988313199152205,0.48034873126532074,0.3248468207292022,0.5575480523036009,0.31319658119658117,0.8988465981543452,0.42506169422828377,0.3178348363631615,0.4033624676542995,0.3094840294840295,0.8988433671456982,0.39786620996582267,0.30913382188491506,0.3493921683451181,0.3048775864792292
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,225,0.2,1.0,15000.0,1.5,600000.0,0.04,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Metallic_VDA,0.03,2700,0.04,0.002,6.803999999999999e-11,0.162,1.572370466439096,7.011205222799976,5.675153089567049,4.749619779005984,0.8997065069155605,0.69310702327045,0.6265593565791704,0.778105136411626,0.5572649572649573,0.8969398594057982,0.5314935973445241,0.5210584301438543,0.48876195911172854,0.48488943488943487,0.8970302409659198,0.4519965648226583,0.38941009537024845,0.387481817278341,0.3950876638761649
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Metallic_VDG,0.03,8400,0.03,0.001,5.102999999999999e-11,0.252,1.233511940868276,4.84328220778224,4.362813556138131,4.06481061923779,0.9020748292459299,0.5317825760769694,0.32353469973088134,0.45743023980855585,0.37538461538461537,0.9002393820904391,0.45078489089178425,0.30297496043605304,0.36297685684591136,0.3541769041769042,0.9004513208295909,0.41094243611755155,0.2772465506950562,0.3299148986813174,0.3278628968567367
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Metallic_VDG,0.03,8400,0.03,0.001,5.102999999999999e-11,0.252,1.6095284489004134,6.926954335495075,5.635256534531105,4.731310234170584,0.8999983795597172,0.684368617204588,0.6321700317443606,0.7349946393656965,0.5572649572649573,0.897580567500152,0.5271255616490325,0.5250905892302796,0.47174138923928116,0.48488943488943487,0.8978058738373494,0.44977829777092504,0.3914838126240246,0.37959362629663296,0.3950876638761649
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,160,0.4,1.2,12000.0,2.5,400000.0,0.05,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,1.1881345448983598,7.826027650830514,7.106391265548408,6.595487731437199,0.8725520811370059,0.7929114304770748,0.7210508497914281,0.9049233123622638,0.6502991452991453,0.8708726254868852,0.5687007823289266,0.6165115225973447,0.9125682730795868,0.6504299754299754,0.8699357092243796,0.40494164182977904,0.5871911040225273,0.927534031243942,0.6504975517295846
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,2.4440559117954086,7.903366324356859,6.3788014442207075,5.087158565722235,0.8967726491306391,0.7616041931846028,0.7688094802582626,0.9030607500297154,0.6502991452991453,0.8968513496182863,0.5507523413327509,0.5972089620669083,0.6488576952803877,0.5517506142506143,0.8968719140100666,0.4470351134605749,0.4285761443941265,0.46167826027170006,0.42947401674301056
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,60,0.25,0.7,6000.0,1.2,300000.0,0.038,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Metallic_bareAl,0.03,2700,0.1,0.001,1.7009999999999999e-10,0.081,1.1110436250041928,6.121324061006258,5.144304372545696,4.4530099768404,0.8448860466220518,0.653890974536522,0.5389245978143355,0.5740931751257126,0.5028205128205128,0.8435221756809034,0.5118585671291147,0.4579853740757846,0.4087261931163474,0.4457616707616707,0.8435646642418664,0.44199336350425766,0.35697064718485405,0.3508420171397062,0.37496446059074395
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,225,0.2,1.0,15000.0,1.5,600000.0,0.04,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,1.145152852780278,5.9442510362024015,5.023308300031458,4.399802401299807,0.884681817609594,0.5696001007122395,0.47421063762953836,0.6542402304857223,0.47470085470085466,0.8829080481732285,0.46969963774927664,0.4114297843208898,0.4405186090157301,0.4255528255528256,0.8829628015056904,0.42055897813133025,0.33302667836404787,0.3657086330648991,0.36457115779497706
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,1.2867373252462362,5.688197345531238,4.892518598171308,4.407555818233751,0.9023790086023503,0.5752025182119511,0.5236947042037641,0.6628564453621533,0.3304957264957265,0.9010309371373646,0.47249649969343255,0.46074447092293797,0.4439364549440613,0.3219164619164619,0.901044800688902,0.4219757979164633,0.3826368019482446,0.36730686966537623,0.31127152108671613
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,160,0.4,1.2,12000.0,2.5,400000.0,0.05,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,1.1872557597814002,4.924749147120056,4.363588456369385,4.048088120011114,0.8615482875894127,0.5570565383097525,0.2886812900157387,0.556988927288733,0.37538461538461537,0.8609689310773048,0.4634338531245673,0.2779267715504859,0.4028033426394316,0.3541769041769042,0.8613983546580652,0.4173812086347316,0.2643643990826724,0.3488330433302502,0.3278628968567367
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.7964240661543172,7.853122036838159,7.0176503552288105,6.386388543629425,0.8620394859656649,0.9755886688677504,0.6003997348512002,0.9096286912351774,0.6502991452991453,0.8649170519729044,0.8280655207196022,0.39516123325601665,0.9245802037202233,0.6504299754299754,0.8662552442763534,0.5818602430224136,0.34129815757756454,0.9493634660609123,0.6504975517295846
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.6246599766291685,5.26300547807462,4.500142977489119,4.1033242757305075,0.853276497510023,0.4774708333233124,0.28922831824241746,0.7463482597847579,0.4591452991452991,0.8540955760909937,0.40857499998997904,0.24938424500567152,0.5117906533184717,0.41437346437346434,0.8551946512855152,0.37468540033734016,0.24968184330930016,0.4040909113880294,0.35981677460116884
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,250,1.0,2.0,18000.0,2.0,500000.0,0.065,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,0.6451034531195916,6.552073520932376,5.984258698873994,5.445055151131681,0.8583659203247977,0.8166934515688882,0.3629908382495747,0.7297152512515772,0.6502991452991453,0.8580181333886439,0.7086656737911103,0.3472964076403261,0.5587442883248481,0.6504299754299754,0.8578457846178285,0.5671064660217924,0.24813575469589869,0.6095405184044623,0.6504975517295846
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,1.4075055990888377,7.826374013333556,7.032060916211634,5.619841523561763,0.9120245492371698,0.767733325056144,0.7123582330761444,0.9052623121895633,0.6502991452991453,0.9101351789758015,0.5538073991302181,0.6367883293362095,0.823669193387691,0.6504299754299754,0.9097201770884522,0.4485780458560764,0.424829907429192,0.6540354235633892,0.49437687569104405
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.7434751163807214,7.079674771728179,6.043405892033757,5.501364185852957,0.8002316075027821,0.7112854216054163,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.802406132381757,0.5182321808646757,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.8026365349297301,0.382867096653356,0.2908283383053101,0.866767505708328,0.6504975517295846
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,140,0.6,1.5,8000.0,2.0,400000.0,0.058,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,0.5841557223732736,4.3329124739261164,4.062030527946241,3.9084838143876164,0.8800967885296543,0.4469604577689775,0.2494166396592437,0.4146657335822836,0.37538461538461537,0.8800792157763653,0.4083030503615701,0.24970832658163405,0.34798318924725524,0.3541769041769042,0.8810317386217246,0.3892876179723933,0.24985180131967416,0.3246419872493838,0.3278628968567367
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.4129998531195917,4.326330216098892,4.066440887867207,3.9186485406636846,0.8995277176948924,0.4339940066450073,0.2494166396592437,0.4146657335822836,0.37538461538461537,0.899272611874624,0.40176252516352584,0.24970832658163405,0.34798318924725524,0.3541769041769042,0.900364500778027,0.3859079814158074,0.24985180131967416,0.3246419872493838,0.3278628968567367
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,500,1.5,3.0,20000.0,3.0,500000.0,0.075,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Whitepaints_ZOT,0.03,1300,0.91,0.002,1.5479099999999999e-09,0.078,1.4737542228134568,6.004548446346619,4.954872170467203,4.112006889175811,0.8142608271309129,0.5953490613781893,0.49865507763250044,0.6802151356005677,0.47470085470085466,0.7530838245532393,0.48260137619300414,0.4289973818985916,0.4501137478224119,0.4255528255528256,0.5971920405403713,0.42714121658943316,0.34206160060676405,0.3695702858762671,0.36457115779497706
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,140,0.6,1.5,8000.0,2.0,400000.0,0.058,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,0.6588067437630934,4.842975215392631,4.357441463975284,4.034465454393353,0.8369422738033113,0.45115252989739285,0.3786475252566347,0.496398817642152,0.37538461538461537,0.8369476501124108,0.41040021508257796,0.3425830774835771,0.37693441426883834,0.3541769041769042,0.8373825629724148,0.3903543056687182,0.2976167969607797,0.3351177319796634,0.3278628968567367
