Communication_Communication band,Communication_Frequency [GHz],Communication_Beamwidth [deg],Communication_D_r [m],Communication_Required Eb/N0 [dB],Communication_Efficiency,Communication_D_antenna [m],Communication_Mass_communication [kg],Communication_Data Rate [bps],OBC_cpu_DMIPS,OBC_cpu_power_idle,OBC_power max,OBC_cpu efficiency,OBC_recovery rate,OBC_Throughtput per W,OBC_Mass_OBC,SolarArray_Solar Material,SolarArray_Efficiency,SolarArray_Specific Power [W/kg],SolarArray_A_solar [m^2],SolarArray_P_solar_max [W],SolarArray_Mass_solar_array [kg],Battery_Battery type,Battery_Number of cell,Battery_Diameter [m],Battery_Length [m],Battery_Volumetric Energy [Wh/m³],Battery_Specific Energy [Wh/kg],Battery_Capacity [Wh],Battery_Mass_battery [kg],Radiator_Radiator material,Radiator_A_radiator [m2],Radiator_rho [kg/m³],Radiator_emissivity,Radiator_thickness [m],Radiator_Q_rad [W/K⁴],Radiator_Mass_radiator [kg],CubeSat mass,score_4orbits,score_8orbits,score_15orbits,subscore_4_Power,subscore_4_Thermal,subscore_4_OBC,subscore_4_Comm,subscore_4_Payload,subscore_8_Power,subscore_8_Thermal,subscore_8_OBC,subscore_8_Comm,subscore_8_Payload,subscore_15_Power,subscore_15_Thermal,subscore_15_OBC,subscore_15_Comm,subscore_15_Payload,al_order
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Metallic_bareAl,0.03,2700,0.1,0.001,1.7009999999999999e-10,0.081,0.6628140833297452,4.8756281853032215,4.407646769859777,4.086397409371203,0.8958034662209545,0.5099568786129328,0.37864766030188657,0.4243214190493425,0.37538461538461537,0.8940075837468554,0.4397994712055254,0.3425831461944408,0.3486998632194371,0.3541769041769042,0.8941750129732825,0.40528930804078456,0.29761683211794726,0.32222969733688056,0.3278628968567367,34
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,16,0.1,0.3,5000.0,1.0,200000.0,0.035,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,1.0520779402614358,6.959496193671795,6.190335282962405,5.662207838048847,0.9024912142063033,0.950632973198085,0.5965298247835091,0.8834473997041075,0.36109401709401706,0.9024802924053228,0.817994084309196,0.4119457232453234,0.8275991701217731,0.36117936117936117,0.9029754522807928,0.6008785594167281,0.34261020373057627,0.866767505708328,0.3612130785026062,35
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,225,0.2,1.0,15000.0,1.5,600000.0,0.04,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.2852357223732736,4.285707892929821,4.0447197918823115,3.9064437166354544,0.900657029661206,0.41347889745313304,0.2494166396592437,0.4146657335822836,0.37538461538461537,0.8987638565484471,0.39136778634202196,0.24970832658163405,0.34798318924725524,0.3541769041769042,0.899049390120052,0.3804914144748712,0.24985180131967416,0.3246419872493838,0.3278628968567367,36
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.5213436031195917,8.495054061796472,8.49413418467443,8.495011740987096,0.893248278701778,0.999799183462643,0.8463953025792388,0.9000348828510771,0.6502991452991453,0.8924497689341129,0.999799183462643,0.8464727898593911,0.9000890492347169,0.6504299754299754,0.8929200479296502,0.99978642971231,0.8462872575075056,0.9001950852273355,0.6504975517295846,37
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,100,0.3,0.9,10000.0,2.0,300000.0,0.045,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,0.5480174860200264,5.460803753187182,5.02101749668169,4.500375133713242,0.8705523757253816,0.4981917446534119,0.31603113955256557,0.7463482597847579,0.47470085470085466,0.855033605372804,0.33213155946822676,0.3608181029672255,0.5940915071968332,0.5242321867321866,0.8427765878790966,0.24777231464967434,0.28325996850850277,0.6196576142902502,0.503664507976623,38
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.4738059898959726,7.415018562699478,6.5493331404445785,6.200271555354597,0.8851409839839306,0.7130672575438681,0.6004003466341392,0.9096286912351774,0.6502991452991453,0.8834707171613645,0.5693473501364607,0.4031723710491075,0.9135338331312142,0.6504299754299754,0.8828968184697809,0.4852161788034637,0.3509172595059111,0.9370395758252348,0.6504975517295846,39
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,16,0.1,0.3,5000.0,1.0,200000.0,0.035,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,1.0901055990888378,5.183865382670563,4.57546937135514,4.239368167931891,0.8988291095571275,0.5665651361452723,0.3976179937176039,0.5838437878986262,0.31664957264957266,0.8988447187266365,0.46818782133045744,0.3701202814468423,0.4126899423432631,0.31196560196560197,0.8988412495860185,0.41979639252161755,0.33600063530818447,0.3527801635299542,0.30615384615384617,40
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,225,0.2,1.0,15000.0,1.5,600000.0,0.04,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.4443668925990726,7.743192145317855,7.027122907309248,6.791264022271881,0.8924177202978408,0.9982168374251346,0.5438926941510834,0.8834473997041075,0.6502991452991453,0.8909008698182841,0.9921288744621717,0.3601386078608727,0.8275991701217731,0.6504299754299754,0.8906472600479554,0.9891503131933586,0.2908283616230145,0.866767505708328,0.6504975517295846,41
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,160,0.4,1.2,12000.0,2.5,400000.0,0.05,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.3221283594416324,4.3579026767154545,4.066264252988002,3.885877694048264,0.8308164075974502,0.42101699710467777,0.2795594384807408,0.4281858508996945,0.37538461538461537,0.8302184800625834,0.395151256363937,0.27137114293244585,0.35256429506978904,0.3541769041769042,0.8302943009868373,0.3824279963928794,0.26099287377990565,0.3260941291872325,0.3278628968567367,42
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,16,0.1,0.3,5000.0,1.0,200000.0,0.035,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.3113534531195916,5.753354296372519,5.080382199738683,4.7092952799348815,0.8957061418212756,0.6575035820369228,0.49563576108458857,0.6050831478975982,0.3569145299145299,0.8939529709874033,0.5062631799786657,0.3843389013147997,0.5432259156119508,0.35817567567567565,0.8932697391238049,0.44241110477434803,0.28447718863610083,0.579666998147772,0.3554225240878218,43
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,100,0.3,0.9,10000.0,2.0,300000.0,0.045,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Maxorb,0.03,2100,0.1,0.0015,1.7009999999999999e-10,0.0945,0.3211093834069957,4.451763460768078,4.133662264672571,3.9555854724849624,0.9077834343596776,0.4961101444993412,0.2494166396592437,0.4146657335822836,0.37538461538461537,0.9061050214549639,0.43279764449934127,0.24970832658163405,0.34798318924725524,0.3541769041769042,0.906612748390578,0.4016544653809954,0.24985180131967416,0.3246419872493838,0.3278628968567367,44
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,0.4831970519119241,4.450195007218555,4.145119098065194,3.9583223470587514,0.9073351455134133,0.4280991788383241,0.27955952924076855,0.4281858508996945,0.37538461538461537,0.9055071226490021,0.3988144566161019,0.27137118876716265,0.35256429506978904,0.3541769041769042,0.9059366666981324,0.38440941259481587,0.26099289718404295,0.3260941291872325,0.3278628968567367,45
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,225,0.2,1.0,15000.0,1.5,600000.0,0.04,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Whitepaints_ZOT,0.03,1300,0.91,0.002,1.5479099999999999e-09,0.078,0.4065919921026478,4.32416026233145,4.066788396430805,3.920074237521665,0.9063063074295058,0.42966884343733686,0.2494166396592437,0.4146657335822836,0.37538461538461537,0.9047208956207056,0.3995137508447442,0.24970832658163405,0.34798318924725524,0.3541769041769042,0.9048815995576505,0.38468057493254026,0.24985180131967416,0.3246419872493838,0.3278628968567367,46
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,60,0.25,0.7,6000.0,1.2,300000.0,0.038,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Metallic_bareAl,0.03,2700,0.1,0.001,1.7009999999999999e-10,0.081,1.1110436250041928,6.121324061006258,5.144304372545696,4.4530099768404,0.8448860466220518,0.653890974536522,0.5389245978143355,0.5740931751257126,0.5028205128205128,0.8435221756809034,0.5118585671291147,0.4579853740757846,0.4087261931163474,0.4457616707616707,0.8435646642418664,0.44199336350425766,0.35697064718485405,0.3508420171397062,0.37496446059074395,47
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,225,0.2,1.0,15000.0,1.5,600000.0,0.04,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,1.145152852780278,5.9442510362024015,5.023308300031458,4.399802401299807,0.884681817609594,0.5696001007122395,0.47421063762953836,0.6542402304857223,0.47470085470085466,0.8829080481732285,0.46969963774927664,0.4114297843208898,0.4405186090157301,0.4255528255528256,0.8829628015056904,0.42055897813133025,0.33302667836404787,0.3657086330648991,0.36457115779497706,48
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,1.5933465908613076,6.138385274491817,5.142334779675316,4.4700443469852935,0.9077316705101778,0.596273996827918,0.49865600493388673,0.6802151356005677,0.47470085470085466,0.9058935639232325,0.4830517746056958,0.4289978567058419,0.4501137478224119,0.4255528255528256,0.9061146216310838,0.42735819202968284,0.34206184474720025,0.3695702858762671,0.36457115779497706,49
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,2.4440559117954086,7.903366324356859,6.3788014442207075,5.087158565722235,0.8967726491306391,0.7616041931846028,0.7688094802582626,0.9030607500297154,0.6502991452991453,0.8968513496182863,0.5507523413327509,0.5972089620669083,0.6488576952803877,0.5517506142506143,0.8968719140100666,0.4470351134605749,0.4285761443941265,0.46167826027170006,0.42947401674301056,50
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,225,0.2,1.0,15000.0,1.5,600000.0,0.04,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,1.6493530751347487,7.400890968030787,5.973749974914025,4.875701286256841,0.8958517223124602,0.6568501327657323,0.7105924727144644,0.8659468258811518,0.6132051282051283,0.8937841548292018,0.49835013276573226,0.5704802660581273,0.5701535563965145,0.5250921375921376,0.893772657699183,0.4203845826728152,0.41482882803798626,0.4252027906946291,0.4157637024166798,51
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Metallic_VDG,0.03,8400,0.03,0.001,5.102999999999999e-11,0.252,1.2434804507082309,4.727185394985925,4.295701950691928,4.01430959324943,0.8606844060394185,0.5126420944106977,0.33452286529995534,0.42604227922367244,0.37538461538461537,0.859320509121865,0.441188390706994,0.3108718750392062,0.35042072339376706,0.3541769041769042,0.859274555517706,0.4060405843004604,0.28130789245092513,0.3239505575112105,0.3278628968567367,52
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,1.2867373252462362,5.688197345531238,4.892518598171308,4.407555818233751,0.9023790086023503,0.5752025182119511,0.5236947042037641,0.6628564453621533,0.3304957264957265,0.9010309371373646,0.47249649969343255,0.46074447092293797,0.4439364549440613,0.3219164619164619,0.901044800688902,0.4219757979164633,0.3826368019482446,0.36730686966537623,0.31127152108671613,53
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,500,1.5,3.0,20000.0,3.0,500000.0,0.075,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Maxorb,0.03,2100,0.1,0.0015,1.7009999999999999e-10,0.0945,0.3828672358683564,4.09829871823704,3.885662957730635,3.7586510537547424,0.7432959578796341,0.40064178139208845,0.2494166396592437,0.4146657335822836,0.37538461538461537,0.7475535090245388,0.385009836947644,0.24970832658163405,0.34798318924725524,0.3541769041769042,0.7476014710247024,0.37732054264081094,0.24985180131967416,0.3246419872493838,0.3278628968567367,54
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.9656434860200264,7.514929852074692,6.83220217269941,6.60444224629337,0.7671920767468284,0.999801056092781,0.5438925060893349,0.8834473997041075,0.6502991452991453,0.7680681257636991,0.999801056092781,0.3601385549997983,0.8275991701217731,0.6504299754299754,0.7664469983486762,0.999801056092781,0.2908283416830997,0.866767505708328,0.6504975517295846,55
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.5331161687187912,7.559481674718482,6.722240500284062,6.324188178591377,0.7902326388543496,0.9997656272766686,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.7082422451986938,0.9997656272766686,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.5512191267002756,0.9997656272766686,0.3497609115905299,0.8068345770443144,0.6504975517295846,56
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,0.6091603132852332,4.843783286337759,4.351775537584767,4.053454240915315,0.8925177508980391,0.4509291157296967,0.3241456193401946,0.5444797783447766,0.37538461538461537,0.8915521941278178,0.41027170832228926,0.3034140281323227,0.3970618815713034,0.3541769041769042,0.8921708575882752,0.3902724835029179,0.2774723610041846,0.34546050761347924,0.3278628968567367,57
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,1.135529825175794,8.335726957179409,8.081443393349094,8.002254231206503,0.9597964995952575,0.9998899461737345,0.7123581805895693,0.9052623121895633,0.6502991452991453,0.9661744107340583,0.9998899461737345,0.6005641137125279,0.9134336746811784,0.6504299754299754,0.9535962852906652,0.9998899461737345,0.5692232861826161,0.929429915792749,0.6504975517295846,58
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.7434751163807214,7.079674771728179,6.043405892033757,5.501364185852957,0.8002316075027821,0.7112854216054163,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.802406132381757,0.5182321808646757,0.3601385460331198,0.8275991701217731,0.6504299754299754,0.8026365349297301,0.382867096653356,0.2908283383053101,0.866767505708328,0.6504975517295846,59
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,1.4075055990888377,7.826374013333556,7.032060916211634,5.619841523561763,0.9120245492371698,0.767733325056144,0.7123582330761444,0.9052623121895633,0.6502991452991453,0.9101351789758015,0.5538073991302181,0.6367883293362095,0.823669193387691,0.6504299754299754,0.9097201770884522,0.4485780458560764,0.424829907429192,0.6540354235633892,0.49437687569104405,60
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,250,1.0,2.0,18000.0,2.0,500000.0,0.065,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,0.6451034531195916,6.552073520932376,5.984258698873994,5.445055151131681,0.8583659203247977,0.8166934515688882,0.3629908382495747,0.7297152512515772,0.6502991452991453,0.8580181333886439,0.7086656737911103,0.3472964076403261,0.5587442883248481,0.6504299754299754,0.8578457846178285,0.5671064660217924,0.24813575469589869,0.6095405184044623,0.6504975517295846,61
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Whitepaints_ZOT,0.03,1300,0.91,0.002,1.5479099999999999e-09,0.078,0.6673608619877595,4.848144153999497,4.358501911183438,4.033908266714254,0.8353134031095235,0.4494001490240545,0.3783458585409339,0.5023767207681005,0.37538461538461537,0.8351086820756455,0.4095135749499804,0.3423662777538019,0.3792832673744152,0.3541769041769042,0.8354186710607074,0.38989352012974654,0.2975052980006518,0.33619629178088933,0.3278628968567367,62
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.4129998531195917,4.326330216098892,4.066440887867207,3.9186485406636846,0.8995277176948924,0.4339940066450073,0.2494166396592437,0.4146657335822836,0.37538461538461537,0.899272611874624,0.40176252516352584,0.24970832658163405,0.34798318924725524,0.3541769041769042,0.900364500778027,0.3859079814158074,0.24985180131967416,0.3246419872493838,0.3278628968567367,63
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,250,1.0,2.0,18000.0,2.0,500000.0,0.065,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.4977262086157865,4.868200380834819,4.297787133166089,4.007204732881766,0.8648436883567046,0.43899503871151313,0.25486142200893186,0.7071290775918881,0.3996153846153846,0.8658726737651754,0.3893005942670687,0.24961457441144488,0.4689757498357166,0.3715909090909091,0.8672184511665717,0.364856085133485,0.24979240422954346,0.385602623982186,0.3390301690096351,64
